gender,age_group,region,zona,race,education,income,ideology,party,religion,interest_politics,presidential_vote,abortion_opinion
Woman,Senior Adult,Tennessee,Rural,White,High,Middle Income,Right,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Michigan,Urban,White,Medium,Middle Income,None,Republican,Not Religious,Not very interested,Donald Trump,Always legal
Man,Senior Adult,New York,Rural,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,New York,Rural,White,High,High Income,Center,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Texas,Rural,White,High,High Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,South Carolina,Urban,Non-White,High,Low Income,None,Republican,Not Religious,Somewhat interested,Jo Jorgensen,Always legal
Man,Senior Adult,New York,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Rural,White,Medium,Low Income,Right,Independent,Religious,Not at all interested,Donald Trump,Legal only in specific cases
Man,Adult,Maine,Urban,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,Illinois,Urban,White,High,Middle Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Man,,New York,Rural,White,High,High Income,Right,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Minnesota,Rural,White,High,High Income,Left,Democrat,Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Tennessee,Rural,Non-White,Medium,Middle Income,None,Independent,Religious,Somewhat interested,Joe Biden,Always illegal
Woman,Senior Adult,Indiana,Rural,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Massachusetts,Rural,Non-White,High,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,New York,Urban,White,Medium,Middle Income,Right,Independent,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Adult,New Jersey,Rural,White,High,High Income,Left,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,Maryland,Urban,White,Medium,Low Income,Center,Independent,,Somewhat interested,Donald Trump,Always legal
Man,Senior Adult,Minnesota,Rural,White,High,Middle Income,Center,Republican,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Illinois,Rural,White,High,Low Income,Center,Independent,Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Vermont,Urban,White,Medium,Low Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Man,Adult,,Rural,White,High,Low Income,Right,Republican,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,California,Urban,Non-White,Medium,High Income,Center,Independent,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Adult,Minnesota,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,North Dakota,Rural,White,High,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Adult,Kansas,Urban,White,High,Middle Income,Center,Democrat,Religious,Not very interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,California,Urban,White,High,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Virginia,Rural,White,High,High Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Florida,Rural,White,Medium,Low Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Man,Adult,Pennsylvania,Urban,White,Medium,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Connecticut,Urban,White,Medium,High Income,Right,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,New Mexico,Rural,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Man,Adult,Florida,Rural,White,High,Middle Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,New York,Rural,White,High,High Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Pennsylvania,Urban,White,Medium,Middle Income,None,Democrat,Religious,Not very interested,Joe Biden,Always legal
Man,Adult,Pennsylvania,Rural,White,High,High Income,Right,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,New Jersey,Rural,White,High,High Income,Right,Independent,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Young Adult,Ohio,Rural,White,High,High Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Man,Adult,Kentucky,Urban,White,Medium,Middle Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,California,Rural,Non-White,Medium,Low Income,Center,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Oklahoma,Urban,White,High,High Income,Right,Republican,Not Religious,Very interested,Joe Biden,Always legal
Man,Senior Adult,New York,Rural,White,High,High Income,Left,Independent,Religious,Very interested,Joe Biden,Always legal
Man,Adult,Texas,Rural,Non-White,High,High Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Young Adult,Arkansas,Urban,White,Medium,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Senior Adult,Kansas,Urban,White,Medium,Low Income,Center,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Maryland,Urban,White,High,Low Income,Center,Independent,Not Religious,Very interested,Joe Biden,Always legal
Man,Young Adult,Washington,Rural,Non-White,High,Low Income,Center,Independent,Not Religious,Somewhat interested,Jo Jorgensen,Always legal
Man,Adult,Maryland,Rural,White,High,Low Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Illinois,Rural,Non-White,High,Middle Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,,Rural,Non-White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,Illinois,Rural,Non-White,High,High Income,None,Democrat,Religious,Not very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Minnesota,Urban,White,Medium,Low Income,None,Independent,Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Adult,West Virginia,Urban,White,Medium,Low Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Always illegal
Woman,Adult,Vermont,Rural,White,High,High Income,Left,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,,Rural,White,High,High Income,Left,Democrat,Religious,Not very interested,Joe Biden,Always legal
Woman,Senior Adult,Michigan,Rural,White,Medium,High Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,Massachusetts,Rural,White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,,Alabama,Urban,White,High,Middle Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Pennsylvania,Urban,White,High,,Left,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Young Adult,Florida,Rural,Non-White,Medium,Low Income,Left,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,New Jersey,Rural,Non-White,Medium,Low Income,Left,Democrat,Not Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,Florida,Rural,White,High,Middle Income,Right,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,,Pennsylvania,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,Ohio,Urban,White,Medium,Middle Income,None,Independent,Not Religious,Not very interested,Donald Trump,Always legal
Man,Senior Adult,Pennsylvania,Rural,White,High,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Georgia,Urban,White,Medium,Low Income,Right,Republican,Religious,Very interested,Donald Trump,Always illegal
Man,Adult,New Hampshire,Rural,White,High,Middle Income,Left,Independent,Not Religious,Not at all interested,Joe Biden,Always legal
Woman,Adult,California,Rural,Non-White,Medium,Low Income,None,Democrat,Not Religious,Very interested,Joe Biden,Always legal
Woman,Adult,Maryland,Urban,White,High,Low Income,Center,Independent,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Woman,,Connecticut,Rural,Non-White,High,Low Income,None,Democrat,Not Religious,Somewhat interested,Joe Biden,Always legal
Woman,Senior Adult,Texas,Rural,Non-White,Medium,Middle Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Texas,Rural,Non-White,Low,Low Income,Right,Democrat,Religious,Not very interested,Joe Biden,Always illegal
Woman,Adult,Washington,Rural,White,Medium,Low Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Arkansas,Urban,White,High,Middle Income,Right,Independent,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,,Urban,Non-White,High,Middle Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Adult,Indiana,Rural,White,High,High Income,Center,Democrat,Not Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Ohio,Urban,White,Medium,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Always legal
Woman,Adult,New York,Rural,Non-White,High,Middle Income,None,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Pennsylvania,Rural,White,High,Low Income,None,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Tennessee,Rural,White,High,Low Income,Center,Republican,Religious,Somewhat interested,Donald Trump,Always legal
Woman,Senior Adult,South Carolina,Rural,Non-White,High,,None,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Adult,Alabama,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Man,Senior Adult,Idaho,Rural,White,Medium,Low Income,Center,Republican,Religious,Very interested,Joe Biden,Always illegal
Woman,,New York,Rural,Non-White,,Low Income,Left,Democrat,Religious,Very interested,Joe Biden,Legal only in specific cases
Man,Senior Adult,Kansas,Urban,White,Medium,Low Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Adult,Florida,,Non-White,Medium,Low Income,None,Independent,Not Religious,,Joe Biden,Always legal
Man,Adult,Virginia,Urban,White,High,Low Income,Right,Republican,Not Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Texas,Rural,Non-White,Medium,Middle Income,Right,Independent,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Adult,South Carolina,Urban,White,Medium,Low Income,Right,Independent,Religious,Not very interested,Donald Trump,Always illegal
Woman,Adult,Texas,Urban,White,Medium,Middle Income,Center,Independent,Religious,Very interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Ohio,Urban,White,Medium,Low Income,Center,Democrat,Religious,Somewhat interested,Donald Trump,Always illegal
Woman,Adult,California,Urban,White,High,Low Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Minnesota,Urban,White,Medium,Low Income,Left,Independent,Not Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,Kansas,Urban,White,High,Middle Income,Right,Independent,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,,Idaho,Rural,White,High,Low Income,Right,Independent,Religious,Not at all interested,Joe Biden,Always illegal
Woman,Adult,Washington,Rural,White,Medium,Middle Income,Right,Democrat,Religious,Not very interested,Joe Biden,Always legal
Woman,Adult,District of Columbia,Rural,Non-White,Medium,Low Income,None,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Maryland,Urban,White,Medium,Low Income,Right,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Woman,Senior Adult,Pennsylvania,Urban,White,Medium,Low Income,None,Democrat,Religious,Not at all interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Kansas,Rural,White,Medium,High Income,Right,Republican,Not Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Wisconsin,Urban,White,Medium,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Utah,Urban,White,High,Middle Income,Right,Republican,Religious,Somewhat interested,Donald Trump,Legal only in specific cases
Woman,Adult,Ohio,Urban,White,Medium,Low Income,None,Democrat,Religious,Not very interested,Other,Always legal
Man,Adult,Michigan,Rural,White,High,Low Income,Left,Democrat,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Man,Adult,Utah,Urban,White,Medium,High Income,Center,Republican,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,Texas,Rural,Non-White,High,High Income,Right,Independent,Not Religious,Very interested,Donald Trump,Legal only in specific cases
Man,Senior Adult,Virginia,Urban,White,High,Middle Income,Center,Independent,Not Religious,Somewhat interested,Joe Biden,Always legal
Man,Adult,,Rural,Non-White,High,High Income,Right,Independent,Religious,Somewhat interested,Joe Biden,Legal only in specific cases
Woman,Senior Adult,Washington,Rural,White,Medium,Middle Income,Left,Democrat,Religious,Very interested,Joe Biden,Always legal
Woman,Senior Adult,New York,Urban,White,Medium,Middle Income,None,Democrat,Religious,Not at all interested,Joe Biden,Always legal
Man,Adult,Georgia,Rural,White,High,High Income,Right,Independent,Religious,Not very interested,Donald Trump,Legal only in specific cases
Man,Adult,California,Rural,White,High,High Income,Right,Independent,Religious,Somewhat interested,Joe Biden,Always legal
Man,Senior Adult,Ohio,Rural,White,Low,Low Income,Center,Independent,Religious,Very interested,Jo Jorgensen,Legal only in specific cases
Man,Adult,Colorado,Rural,White,Medium,Middle Income,Center,Independent,Not Religious,Not very interested,Joe Biden,Always legal
